node_1,node_2
140532,103751
140532,199070
140532,194360
140532,125726
140532,33359
140532,148523
140532,63347
140532,142067
140532,26627
140532,85544
140532,194953
140532,199070
6794,31364
6794,148528
6794,22237
6794,153413
6794,19276
6794,53802
6794,27214
6794,23096
6794,200436
6794,105273
6794,171526
6794,170040
6794,193627
6794,94948
6794,109498
6794,203002
6794,147049
6794,19610
6794,53806
6794,72586
46581,140327
46581,33725
46581,135976
46581,10493
46581,28197
46581,144132
46581,19535
46581,85322
46581,170218
46581,8539
46581,163617
46581,186472
46581,136452
46581,11896
46581,10366
46581,120916
46581,176041
46581,95006
46581,42034
46581,110284
162772,155241
162772,65134
162772,178760
162772,198202
162772,136670
162772,203098
162772,197180
162772,89064
162772,177728
162772,89566
162772,160930
162772,63629
162772,153493
162772,93751
162772,68121
162772,39982
162772,103464
162772,189728
162772,120137
162772,134895
42704,149701
42704,69367
42704,178934
42704,95291
42704,42242
42704,75276
42704,77426
42704,57159
42704,27984
42704,81305
42704,185635
42704,83594
42704,192160
42704,34971
42704,193964
42704,77174
42704,199474
42704,95612
42704,38227
42704,9072
152398,164046
152398,95819
152398,179294
152398,70125
152398,94181
152398,167791
152398,89496
152398,140372
152398,167840
152398,80790
152398,108792
152398,130424
152398,130656
152398,175036
152398,121177
152398,160627
152398,177371
152398,92765
152398,205724
152398,69763
81196,130546
81196,121335
81196,2319
81196,90855
81196,12887
81196,181559
81196,11485
81196,82920
81196,830
81196,173794
81196,61233
81196,10253
81196,154643
81196,148972
81196,164647
81196,143753
81196,104482
81196,63381
81196,112835
81196,197920
68670,144812
68670,107848
68670,111654
68670,7969
68670,29055
68670,193739
68670,66858
68670,75592
68670,181231
68670,12951
68670,239
68670,146128
68670,33543
68670,136869
68670,51788
68670,44451
68670,172351
68670,204310
68670,34909
68670,104770
202126,72174
202126,136060
202126,51806
202126,134339
202126,96678
202126,66702
202126,44752
202126,159638
202126,178309
202126,115488
202126,135305
202126,152112
202126,159042
202126,194977
202126,28142
202126,130514
202126,201635
202126,168339
202126,188034
202126,23421
186336,69827
186336,109390
186336,186954
186336,109993
186336,10663
186336,3393
186336,8607
186336,70952
186336,91334
186336,41201
186336,105454
186336,72260
186336,65714
186336,6869
186336,137672
186336,41548
186336,156754
186336,178186
186336,69656
186336,41201
149805,99625
149805,195762
149805,11449
149805,182365
149805,31114
149805,195798
149805,174028
149805,91334
149805,24594
149805,34223
149805,150084
149805,140180
149805,177123
149805,55881
149805,55223
149805,68670
149805,199645
149805,63659
149805,125529
149805,26261
109373,122737
109373,89683
109373,187289
109373,162628
109373,99614
109373,93256
109373,175106
109373,202514
109373,21574
109373,65705
109373,11095
109373,198450
182365,124498
182365,149646
182365,56427
182365,140189
182365,200615
182365,30823
182365,87605
182365,53317
182365,147094
182365,202660
182365,24906
182365,75893
182365,3426
182365,2686
182365,90171
182365,80524
182365,54178
182365,153090
182365,82715
182365,143101
191289,172357
191289,86854
191289,8607
191289,182502
191289,205354
191289,166298
191289,97221
191289,66566
191289,33359
191289,38310
191289,97221
191289,204128
191289,114455
81921,8386
81921,52856
81921,196830
81921,107598
81921,55440
81921,47281
81921,126707
81921,62869
81921,86045
81921,67626
81921,54166
81921,49465
81921,9201
81921,86942
81921,174037
81921,15453
81921,46414
81921,104300
81921,161652
81921,182955
167342,161329
167342,197914
167342,117407
167342,24216
167342,174372
167342,45038
167342,187696
167342,58859
167342,126320
167342,133616
167342,164539
167342,48639
167342,153
167342,55267
167342,110413
167342,183518
167342,121556
167342,96155
167342,23473
167342,150104
132272,62301
132272,126486
132272,64668
132272,205400
132272,67027
132272,18844
132272,141702
132272,188202
132272,22928
132272,70972
132272,182947
132272,16599
132272,60061
132272,55381
132272,128348
132272,188713
132272,80639
132272,57919
132272,124697
132272,60043
177123,47610
177123,186283
177123,100891
177123,192396
177123,202641
177123,99309
177123,39341
177123,67543
177123,37584
177123,78583
177123,149500
177123,124046
177123,125529
177123,140817
177123,201918
177123,118937
177123,22526
177123,53192
177123,99812
177123,39378
90023,193392
90023,18162
90023,134249
90023,124883
90023,8888
90023,162423
90023,204381
90023,63824
90023,49042
90023,10550
90023,139549
90023,174116
90023,43280
90023,54094
90023,95499
90023,24484
90023,28316
90023,495
90023,179519
90023,72824
178374,158448
178374,28495
178374,157454
178374,139324
178374,202363
178374,63347
178374,37532
178374,46581
178374,196271
178374,189078
178374,163744
178374,132184
178374,125824
178374,169988
178374,48162
178374,131167
178374,143525
178374,109373
178374,176350
178374,50346
157473,138219
157473,188019
157473,96498
157473,164116
157473,142067
157473,152888
157473,4991
157473,12122
157473,103072
157473,194360
157473,158070
157473,202703
157473,182914
157473,182221
157473,164702
157473,95521
157473,66294
157473,164885
157473,39248
157473,118462
122395,112034
122395,14997
122395,104418
122395,136097
122395,155376
122395,155035
122395,102848
122395,146975
122395,153199
122395,136803
122395,186908
122395,75889
122395,27191
122395,171492
122395,83696
122395,43990
122395,117136
122395,105041
122395,64959
122395,35155
149956,2727
149956,133616
149956,179475
149956,70746
149956,17899
149956,93749
149956,71268
149956,117685
149956,147750
149956,365
149956,201125
149956,20803
149956,157007
149956,193948
149956,167033
149956,58515
149956,134823
149956,173171
58770,22578
58770,76406
58770,115506
58770,30823
58770,86854
58770,202514
58770,106005
58770,117563
58770,160325
58770,95561
29580,194030
29580,20660
29580,106714
29580,66310
29580,189069
29580,28232
29580,6770
29580,177566
29580,16194
29580,23939
29580,112125
29580,47731
29580,132360
29580,196018
29580,25344
29580,118768
29580,112887
29580,109690
29580,124263
29580,4637
112415,127254
112415,115796
112415,69357
112415,93749
112415,100710
112415,52783
112415,33359
112415,59903
112415,122308
112415,94412
112415,178516
112415,119028
112415,154601
112415,121924
112415,31337
112415,35744
112415,128182
112415,172706
112415,154134
112415,21542
19377,119449
19377,149559
19377,151071
19377,152641
19377,16886
19377,149209
19377,89562
19377,175964
19377,162772
19377,198142
19377,46127
19377,73606
13982,179439
13982,198631
13982,165801
13982,50694
13982,86199
13982,26384
13982,183328
13982,93749
13982,3671
13982,168476
13982,158475
13982,72238
13982,46896
13982,19453
13982,138216
13982,40164
13982,58076
13982,72211
13982,135271
13982,190519
172098,60406
172098,117607
172098,135588
172098,106874
172098,181377
172098,321
172098,126064
172098,127270
172098,80205
172098,55961
172098,60891
172098,174523
172098,24805
172098,118492
172098,2503
172098,104136
172098,146664
172098,96779
172098,110379
172098,107703
114162,6641
114162,143449
114162,200618
114162,132438
114162,78353
114162,40930
114162,121888
114162,113538
114162,90470
114162,141905
114162,153949
114162,87068
114162,105879
114162,47020
114162,183191
114162,171565
114162,25411
114162,182978
114162,75623
114162,133895
194844,83774
194844,148536
194844,146862
194844,105623
194844,39251
194844,127415
194844,81091
194844,107860
194844,132884
194844,48490
194844,66383
194844,180409
194844,100947
194844,191721
194844,123784
194844,64792
194844,144616
194844,107280
3393,134209
3393,76874
3393,149029
3393,128108
3393,196644
3393,197112
3393,10920
3393,178374
3393,180618
3393,166887
3393,24859
3393,101402
3393,133887
3393,63100
3393,87935
3393,66136
3393,167313
3393,117149
3393,135447
3393,93398
15900,145828
15900,97081
15900,156877
15900,15818
15900,13211
15900,106105
15900,124873
15900,15262
15900,117811
15900,12274
15900,187428
15900,784
15900,97585
15900,124007
15900,30824
15900,127526
15900,141534
15900,31937
15900,204241
15900,182886
156664,148577
156664,21028
156664,115362
156664,165988
156664,52471
156664,169454
156664,83200
156664,19383
156664,127650
156664,157624
156664,150114
156664,22502
156664,89868
156664,57065
156664,154836
156664,154680
156664,103925
156664,113452
156664,48238
156664,62651
104893,189078
104893,63347
104893,8607
104893,10663
104893,142067
104893,86854
104893,51240
104893,38097
104893,91334
104893,168872
151243,153158
151243,190917
151243,192148
151243,81716
151243,103072
151243,91689
151243,16891
151243,188431
151243,76910
151243,34458
151243,139091
25747,74414
25747,199377
25747,138835
25747,41184
25747,155081
25747,83591
25747,39953
25747,156403
25747,177436
25747,32490
25747,12522
25747,55050
25747,45369
25747,49860
25747,155379
25747,34411
25747,14835
25747,92027
25747,173641
25747,67503
39087,176389
39087,103039
39087,10663
39087,143320
39087,131479
39087,147468
39087,13256
39087,23460
39087,27517
39087,71630
39087,125348
39087,186160
39087,285
39087,127581
39087,109235
39087,197068
39087,34809
39087,181878
39087,27365
39087,16587
78835,199802
78835,157686
78835,186310
78835,17443
78835,126016
78835,144001
78835,44473
78835,8604
78835,47384
78835,25301
78835,145915
78835,114369
78835,102776
78835,24823
78835,128691
78835,130861
78835,161465
78835,106090
78835,165084
78835,54334
24594,196923
24594,121152
24594,37584
24594,187200
24594,118956
24594,4542
24594,152570
24594,63668
24594,37426
24594,174799
24594,14790
24594,198994
24594,50733
24594,189392
24594,3167
24594,58288
24594,76303
24594,35644
24594,73807
24594,112561
94067,64438
94067,153293
94067,32299
94067,171777
94067,53372
94067,106989
94067,36942
94067,58041
94067,135472
94067,151041
94067,66260
94067,161519
94067,78701
94067,16542
94067,121862
94067,87729
94067,178653
94067,19265
94067,159864
94067,195757
196271,87810
196271,121406
196271,152061
196271,29671
196271,104687
196271,53238
196271,2702
196271,70275
196271,40379
196271,121048
196271,21857
196271,915
196271,129098
196271,29849
196271,16594
196271,25624
196271,122090
196271,24778
196271,49767
196271,40602
74564,56160
74564,123530
74564,126805
74564,66146
74564,131596
74564,114286
74564,179247
74564,54499
74564,49195
74564,19604
74564,180469
74564,175147
74564,141358
74564,15756
74564,3293
74564,117613
74564,37083
74564,48311
74564,174070
74564,149453
16503,14306
16503,22383
16503,56503
16503,132640
16503,101455
16503,155540
16503,159
16503,119179
16503,150612
16503,145946
16503,167827
16503,135299
16503,71055
16503,14871
16503,162458
16503,80795
16503,55260
16503,51695
16503,88681
16503,179821
63347,3687
63347,107749
63347,29236
63347,137269
63347,190594
63347,136740
63347,154419
63347,106576
63347,67544
63347,41071
63347,117527
63347,41675
63347,4338
63347,36187
63347,66299
63347,51375
63347,51829
63347,193204
63347,136241
63347,65992
85544,143275
85544,167862
85544,185880
85544,158400
85544,193827
85544,138889
85544,13982
85544,94067
85544,9442
85544,200494
85544,149811
85544,58770
85544,118059
85544,112771
85544,149111
85544,188707
85544,197484
85544,118524
85544,44101
85544,139808
79200,148842
79200,10553
79200,203888
79200,53848
79200,6018
79200,93782
79200,80952
79200,192751
79200,159745
79200,25845
79200,66584
79200,42737
79200,69387
79200,85028
79200,2344
79200,147004
79200,2315
79200,2852
79200,18121
79200,54345
159129,65464
159129,90608
159129,162623
159129,194914
159129,28472
159129,76268
159129,44467
159129,39041
159129,20046
159129,204214
159129,124157
159129,173554
159129,143415
159129,125234
159129,114360
159129,107958
159129,17300
159129,117717
159129,187131
159129,73644
200494,189459
200494,29277
200494,80283
200494,93105
200494,97513
200494,165873
200494,100618
200494,115648
200494,65313
200494,26123
200494,167469
200494,28506
200494,89181
200494,871
200494,79297
200494,173318
200494,198671
200494,36087
200494,125361
200494,25176
62346,42904
62346,77900
62346,103837
62346,154647
62346,162100
62346,175006
62346,99578
62346,145863
62346,196887
62346,20484
62346,11400
63659,144909
63659,156823
63659,83919
63659,106503
63659,72529
63659,137585
63659,183982
63659,101623
63659,101454
63659,17823
63659,180614
63659,28937
63659,114419
63659,183171
63659,40834
63659,155187
63659,150648
63659,139980
63659,63344
63659,145136
195952,175405
195952,194531
195952,53719
195952,88184
195952,158688
195952,73028
195952,142556
195952,35768
195952,29272
195952,157477
195952,180511
195952,127531
195952,200442
195952,141744
195952,86995
195952,180151
195952,120734
195952,89780
195952,6935
195952,1001
181277,138862
181277,158369
181277,58088
181277,52984
181277,156461
181277,73708
181277,148063
181277,5036
181277,127821
181277,68736
181277,50047
181277,165423
160003,58820
160003,195638
160003,81505
160003,145947
160003,137162
160003,68560
160003,200326
160003,183992
160003,54926
160003,138669
160003,110478
160003,78996
160003,157808
160003,54159
160003,74094
160003,5996
160003,104634
160003,178557
160003,1979
160003,124830
95745,182152
95745,46283
95745,32167
95745,15900
95745,28096
95745,169025
95745,12284
95745,78113
95745,52179
95745,139002
30632,191119
30632,74733
30632,112653
30632,117700
30632,103794
30632,84004
30632,156933
30632,77703
30632,75013
30632,65431
30632,202594
30632,182326
30632,63355
30632,63069
30632,30803
30632,107271
30632,149419
30632,203743
30632,12643
30632,44588
74668,123724
74668,51252
74668,169708
74668,92239
74668,73637
74668,179267
74668,38478
74668,94410
74668,38549
74668,15563
74668,72073
74668,41059
74668,176387
74668,164719
74668,7459
74668,196304
74668,63965
74668,32269
74668,56671
74668,65263
140678,11151
140678,5421
140678,174258
140678,73586
140678,171853
140678,181637
140678,139995
140678,78256
140678,196473
140678,202514
140678,73118
140678,104198
140678,76807
140678,54891
140678,124699
140678,64873
140678,83378
140678,96729
140678,109723
140678,150144
154803,8917
154803,48870
154803,96188
154803,138862
154803,201432
154803,118890
154803,111267
154803,115526
154803,117755
154803,25641
154803,181328
154803,99175
154803,110648
154803,139928
154803,143885
154803,94985
154803,83055
154803,16748
154803,51800
154803,191608
73606,67500
73606,51138
73606,100829
73606,134102
73606,27303
73606,2901
73606,149367
73606,143517
73606,96094
73606,93038
73606,86922
73606,196820
73606,93812
73606,86874
73606,157421
73606,122579
73606,95444
73606,203680
73606,159784
73606,79104
155228,24807
155228,29060
155228,148188
155228,101104
155228,8073
155228,150572
155228,143687
155228,160244
155228,81226
155228,54841
155228,108093
155228,123044
155228,124606
155228,125020
155228,144133
155228,5635
155228,168367
155228,101871
155228,108045
155228,154116
182638,94214
182638,200560
182638,150444
182638,39837
182638,64839
182638,174687
182638,116693
182638,167599
182638,102127
182638,191166
182638,72637
182638,71223
182638,150501
182638,147071
182638,164604
182638,188936
182638,162246
182638,59584
182638,14419
182638,154566
184635,22902
184635,128568
184635,189917
184635,191654
184635,73564
184635,134347
184635,168198
184635,114533
184635,165359
184635,73399
184635,152616
184635,58070
184635,190846
184635,58867
184635,70626
184635,58760
184635,157564
184635,177923
184635,174169
184635,79840
182152,56967
182152,58178
182152,99767
182152,55557
182152,189229
182152,45083
182152,87998
182152,125675
182152,55593
182152,134717
182152,159918
182152,2586
182152,183958
182152,69224
182152,68556
182152,95276
182152,48044
182152,52348
182152,107232
182152,122048
123215,181631
123215,101081
123215,195572
123215,75275
123215,202053
123215,164822
123215,53373
123215,176026
123215,177205
123215,15889
123215,156466
123215,156196
123215,118188
123215,99495
123215,137411
123215,114263
123215,181145
123215,177706
123215,178229
123215,180776
28495,144510
28495,70224
28495,7790
28495,7462
28495,124308
28495,58775
28495,182403
28495,167566
28495,51240
28495,162134
28495,98018
28495,103032
28495,189930
28495,169943
28495,203860
28495,144716
28495,155628
28495,34335
28495,193456
28495,171665
48135,103830
48135,194989
48135,155975
48135,102971
48135,201873
48135,62385
48135,69357
48135,135176
48135,92630
48135,126610
48135,16916
48135,103830
48135,61872
48135,2796
48135,196518
48135,54155
48135,181504
48135,70694
48135,155975
48135,154693
100612,154156
100612,95408
100612,72321
100612,114371
100612,101448
100612,43058
100612,43711
100612,159222
100612,130659
100612,38553
100612,147431
100612,174236
100612,97366
100612,110614
100612,96248
100612,11753
100612,205143
100612,90194
100612,27161
100612,97645
57570,166852
57570,80464
57570,189185
57570,186224
57570,93752
57570,10259
57570,1751
57570,57502
57570,5618
57570,45153
57570,63329
57570,68628
57570,40619
57570,68298
57570,72591
57570,28657
57570,68051
57570,159939
57570,158461
57570,166734
202363,27228
202363,167342
202363,131264
202363,32574
202363,172357
202363,21023
202363,116632
202363,83744
202363,182276
202363,196150
202363,112908
202363,51293
202363,122380
202363,198976
202363,195107
202363,77070
202363,21981
202363,14007
202363,78648
202363,47848
139002,58957
139002,58603
139002,44421
139002,110405
139002,117979
139002,159416
139002,199178
139002,6644
139002,180928
139002,56135
139002,132646
139002,82204
139002,108733
139002,169444
139002,90690
139002,174587
139002,43551
139002,66007
139002,164477
139002,21448
102751,17363
102751,81974
102751,8607
102751,90425
102751,88475
102751,120744
102751,138566
102751,96506
102751,60405
102751,19182
102751,143090
102751,204822
102751,51112
102751,191595
102751,203827
102751,31908
102751,35016
102751,176689
102751,109724
102751,43860
142067,145033
142067,39617
142067,171853
142067,29580
142067,42704
142067,157886
142067,60406
142067,10941
142067,16503
142067,200176
142067,48135
142067,93868
142067,197077
142067,39087
142067,90023
142067,99145
142067,114027
142067,126000
142067,104893
142067,65202
39617,67127
39617,63446
39617,174307
39617,44364
39617,78102
39617,49824
39617,64755
39617,133043
39617,125834
39617,64820
39617,139369
39617,55096
39617,104011
39617,28432
39617,95545
39617,15326
39617,86278
39617,77839
39617,72373
39617,29982
8632,33359
8632,22482
8632,144510
8632,9396
8632,180687
8632,13388
8632,173293
8632,23739
8632,170824
8632,164805
189078,61849
189078,121396
189078,8607
189078,98844
189078,167004
189078,85305
189078,93257
189078,187489
189078,27014
189078,7201
189078,84010
189078,156983
189078,189768
189078,82070
189078,55200
189078,62756
173293,202822
173293,51489
173293,95320
173293,20991
173293,177952
173293,48758
173293,122115
173293,142389
173293,20047
173293,105511
173293,166350
173293,7620
173293,132746
173293,65192
173293,1892
173293,155274
173293,11434
173293,199739
173293,13871
173293,134857
113414,124103
113414,65821
113414,43909
113414,123674
113414,81323
113414,52358
113414,64161
113414,161712
113414,136391
113414,172874
113414,89843
113414,173939
113414,194475
113414,93551
113414,114130
113414,203601
113414,32157
113414,76852
113414,117047
113414,112111
53136,131860
53136,68862
53136,143452
53136,100209
53136,160860
53136,126799
53136,10161
53136,2775
53136,132422
53136,64178
53136,32335
53136,75861
53136,145377
53136,68616
53136,107910
53136,27280
53136,39858
53136,112030
53136,77375
53136,20860
95320,190515
95320,64416
95320,34155
95320,145234
95320,180292
95320,151031
95320,132451
95320,112848
95320,191629
95320,92268
95320,115078
95320,75782
95320,174632
95320,146449
95320,140183
95320,71493
95320,161984
95320,35367
95320,45596
95320,27689
143275,93269
143275,95805
143275,73119
143275,162510
143275,32848
143275,141723
143275,7962
143275,179427
143275,160831
143275,151999
143275,96179
143275,198842
143275,125576
143275,103163
143275,59433
143275,40544
143275,40882
143275,101613
143275,188842
143275,151518
161692,200112
161692,16620
161692,12829
161692,58251
161692,103100
161692,22327
161692,9952
161692,142067
161692,21574
161692,46961
161692,8515
161692,140797
161692,121857
176700,198815
176700,25277
176700,17425
176700,202042
176700,16695
176700,93059
176700,38921
176700,187175
176700,115832
176700,168734
176700,189663
176700,166754
176700,186459
176700,184238
176700,172903
176700,97568
176700,44669
176700,147242
176700,147970
176700,134660
169025,164180
169025,45737
169025,104829
169025,199255
169025,68095
169025,149044
169025,186090
169025,108675
169025,36230
169025,89525
169025,175667
169025,51989
169025,152336
169025,11193
169025,149865
169025,136009
169025,186489
169025,7813
169025,109523
169025,128278
25516,91334
25516,76239
25516,122548
25516,32221
25516,58060
25516,198859
25516,128658
25516,129090
25516,47100
25516,34456
25516,666
25516,121813
25516,83709
25516,142900
25516,117421
25516,126414
25516,133861
25516,116941
25516,156095
25516,88596
80541,96587
80541,79716
80541,142360
80541,23256
80541,23105
80541,129848
80541,192544
80541,144920
80541,38269
80541,39717
80541,123592
204967,137470
204967,187544
204967,46121
204967,130207
204967,844
204967,17195
204967,27910
204967,188924
204967,203897
204967,176848
204967,3618
204967,40886
204967,93835
204967,45174
204967,56531
204967,172804
204967,185282
204967,190454
204967,122955
204967,57955
149209,126373
149209,22997
149209,46752
149209,81887
149209,185162
149209,79363
149209,167759
149209,201619
149209,70506
149209,105049
149209,17893
149209,59744
149209,205652
149209,136946
149209,66635
149209,164912
149209,64061
149209,82828
149209,151644
149209,111448
116624,159005
116624,75304
116624,127265
116624,93250
116624,18029
116624,55063
116624,14576
116624,177717
116624,79033
116624,62540
116624,168423
116624,35714
116624,42978
116624,66522
116624,201193
116624,139189
116624,171441
116624,89236
116624,29758
116624,93537
174028,97494
174028,169705
174028,63659
174028,132529
174028,129235
174028,65767
174028,65668
174028,11409
174028,172216
174028,39261
174028,38917
174028,139802
174028,1327
174028,101589
174028,45475
174028,28670
174028,14266
174028,6340
174028,44853
174028,110378
60753,63139
60753,17796
60753,141073
60753,185287
60753,86515
60753,20130
60753,40995
60753,95201
60753,141208
60753,26557
60753,89809
60753,141837
60753,64837
60753,29842
60753,56435
60753,177964
60753,74999
60753,188265
60753,54706
60753,95714
127406,137984
127406,131543
127406,91621
127406,164744
127406,55334
127406,187814
127406,59982
127406,144396
127406,122545
127406,78415
127406,137133
127406,198308
127406,55722
127406,117735
127406,127207
127406,147574
127406,205498
127406,181830
127406,34460
127406,102377
167862,197211
167862,201517
167862,145455
167862,7636
167862,175487
167862,151605
167862,171202
167862,156242
167862,62033
167862,135679
167862,133580
167862,124289
167862,78971
167862,103442
167862,98945
167862,66941
167862,18641
167862,14895
167862,42419
167862,156490
162999,133616
162999,175845
162999,10778
162999,139038
162999,61296
162999,161293
162999,39183
162999,104418
162999,30725
162999,160143
162999,45276
162999,147638
162999,63002
162999,166819
162999,190076
162999,132964
162999,52385
162999,17419
162999,128064
162999,54230
130892,136909
130892,62470
130892,81196
130892,91334
130892,75392
130892,80541
130892,181687
130892,100612
130892,85253
130892,5213
130892,181687
28096,136058
28096,57581
28096,161385
28096,160990
28096,19342
28096,133565
28096,178326
28096,15058
28096,52179
28096,147518
28096,103835
28096,116185
28096,199457
28096,193528
28096,116570
28096,59867
28096,81635
28096,104483
28096,18710
28096,148174
48904,10702
48904,46457
48904,24738
48904,49391
48904,122958
48904,72236
48904,173293
48904,194644
48904,51240
48904,18501
48904,130589
48904,11540
48904,69906
48904,189284
48904,8146
48904,51086
48904,136846
48904,27399
48904,98954
48904,41720
52561,94615
52561,60972
52561,158050
52561,83462
52561,185492
52561,118637
52561,177938
52561,108751
52561,145311
52561,71351
52561,43079
52561,140151
52561,104911
52561,19037
52561,94637
52561,43685
52561,69030
52561,37659
52561,177323
52561,110591
186169,72179
186169,39605
186169,69680
186169,160528
186169,185326
186169,70378
186169,18852
186169,162754
186169,18505
186169,140774
186169,8222
186169,81936
186169,146707
186169,121555
186169,108484
186169,203795
186169,196666
186169,895
186169,102126
186169,7807
66617,187624
66617,171467
66617,101230
66617,149756
66617,71747
66617,52938
66617,99657
66617,204610
66617,5220
66617,151085
66617,16123
66617,99384
66617,34044
66617,54376
66617,114515
66617,172851
66617,89147
66617,124466
66617,176602
66617,102108
54459,1911
54459,50463
54459,60657
54459,33222
54459,1528
54459,188097
54459,10278
54459,171896
54459,145441
54459,46391
54459,61167
54459,187540
54459,51594
54459,133125
54459,172623
54459,98317
54459,148046
54459,45537
54459,170623
54459,130347
176350,107118
176350,64886
176350,178374
176350,44189
176350,155426
176350,189379
176350,134896
176350,102174
176350,34161
176350,187947
176350,63858
176350,137770
176350,55578
176350,157195
176350,10222
176350,137023
176350,167048
176350,121531
176350,11642
176350,62480
16932,146280
16932,149927
16932,160390
16932,114773
16932,191196
16932,24257
16932,37145
16932,2113
16932,28909
16932,114420
16932,160760
16932,39575
16932,165426
16932,86907
16932,197871
16932,25604
16932,66586
16932,182397
16932,151024
16932,190304
44101,64873
44101,38310
44101,127254
44101,66558
44101,67427
44101,34696
44101,8607
44101,55463
44101,173293
44101,79993
44101,116892
44101,44966
23435,109407
23435,158808
23435,18862
23435,147246
23435,147389
23435,136041
23435,58815
23435,97922
23435,118563
23435,42645
23435,23396
23435,15333
23435,16814
23435,33951
23435,107887
23435,86853
23435,5230
23435,151970
23435,204907
23435,101637
139324,204577
139324,164713
139324,69094
139324,106481
139324,179678
139324,131070
139324,9150
139324,24046
139324,87687
139324,69093
139324,179995
139324,67201
139324,50684
139324,127547
139324,169963
139324,130648
139324,154844
139324,79320
139324,101876
139324,118863
31695,145076
31695,76546
31695,167862
31695,94412
31695,121139
31695,186732
31695,205449
31695,16866
31695,20349
31695,91904
31695,183356
31695,21347
31695,32838
31695,106526
31695,53265
31695,8487
31695,68713
31695,151495
31695,184601
31695,164084
31114,34449
31114,54612
31114,64426
31114,40643
31114,560
31114,18173
31114,88560
31114,85517
31114,82235
31114,17669
31114,150652
31114,143569
31114,35320
31114,111981
31114,195068
31114,34662
31114,136713
31114,121875
31114,140393
31114,124064
180239,152398
180239,61421
180239,5199
180239,148229
180239,95320
180239,79946
180239,31695
180239,42139
180239,151029
180239,53459
180239,130181
180239,59838
180239,45985
180239,73620
180239,22336
180239,112368
180239,102751
180239,92216
180239,58565
180239,49865
90790,49570
90790,89525
90790,202514
90790,91334
90790,8374
90790,166365
157454,18449
157454,131760
157454,128356
157454,76065
157454,88794
157454,100710
157454,88916
157454,135982
157454,11951
157454,106152
157454,65320
157454,52694
157454,139401
157454,199092
157454,49741
157454,88056
157454,186604
157454,159548
157454,197503
157454,136285
78113,102042
78113,141340
