,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,reals_8,reals_9,reals_10,reals_11,reals_12,reals_13,reals_14,reals_15,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7,imags_8,imags_9,imags_10,imags_11,imags_12,imags_13,imags_14,imags_15
321,0.9999999999999999,0.99999999849056,0.9999999939622563,0.999999986415141,0.9999999758492991,0.9999999622648502,0.9999999456619483,0.9999999260407811,0.999999903401571,0.999999877744574,0.9999998490700807,0.9999998173784157,0.9999997826699376,0.9999997449450396,0.9999997042041485,0.9999996604477258,0.0,2.1687436051070084e-06,4.337477890375871e-06,6.506193536096631e-06,8.674881222815705e-06,1.084353163146407e-05,1.301213544348544e-05,1.5180683340964441e-05,1.7349166006754742e-05,1.9517574124607264e-05,2.1685898379298264e-05,2.3854129456757484e-05,2.6022258044196253e-05,2.819027483023557e-05,3.0358170505034187e-05,3.252593576041665e-05
323,0.9999999999999999,0.9999999985476936,0.9999999941907912,0.9999999869293416,0.9999999767634261,0.9999999636931594,0.9999999477186878,0.999999928840191,0.9999999070578811,0.9999998823720027,0.9999998547828329,0.9999998242906823,0.9999997908958929,0.9999997545988397,0.9999997153999306,0.9999996732996059,0.0,2.1687436635154003e-06,4.337478357641579e-06,6.506195113110389e-06,8.674884960895827e-06,1.0843538932335099e-05,1.3012148059249697e-05,1.5180703374066438e-05,1.7349195909938516e-05,1.9517616700866558e-05,2.168595678181961e-05,2.385420718885622e-05,2.602235895924534e-05,2.8190403131587397e-05,3.0358330745935204e-05,3.2526132843914905e-05
365,0.9999999999999999,0.9999999984293316,0.999999993717345,0.9999999858640936,0.9999999748696669,0.9999999607341907,0.9999999434578263,0.9999999230407708,0.9999998994832577,0.9999998727855557,0.9999998429479693,0.9999998099708396,0.9999997738545429,0.9999997345994913,0.9999996922061333,0.9999996466749526,0.0,2.168743540071727e-06,4.337477370095181e-06,6.50619178015807e-06,8.674877060620076e-06,1.0843523502248798e-05,1.3012121396355765e-05,1.5180661034932356e-05,1.73491327107858e-05,1.9517526717675074e-05,2.1685833350446856e-05,2.3854042905171405e-05,2.60221456792785e-05,2.819013197169331e-05,3.035799208297218e-05,3.252571631543853e-05
495,0.9999999999999999,0.9999999985144703,0.9999999940578982,0.9999999866303338,0.99999997623186,0.9999999628625941,0.9999999465226859,0.9999999272123185,0.9999999049317093,0.999999879681108,0.9999998514607982,0.9999998202710965,0.9999997861123531,0.9999997489849515,0.9999997088893083,0.9999996658258736,0.0,2.168743634972138e-06,4.337478129296147e-06,6.506194342448264e-06,8.674883134153469e-06,1.0843535364509842e-05,1.3012141894112928e-05,1.5180693584180095e-05,1.7349181296674863e-05,1.9517595894431248e-05,2.1685928241278082e-05,2.3854169202163323e-05,2.602230964327834e-05,2.8190340432182203e-05,3.03582524379259e-05,3.252603653117664e-05
503,0.9999999999999999,0.9999999984483884,0.9999999937935705,0.9999999860355981,0.9999999751745572,0.9999999612105674,0.9999999441437839,0.9999999239743954,0.999999900702625,0.9999998743287304,0.9999998448530034,0.9999998122757704,0.9999997765973917,0.9999997378182626,0.9999996959388117,0.9999996509595032,0.0,2.1687435922401616e-06,4.3374777874412385e-06,6.506193188693033e-06,8.674880399343115e-06,1.0843530023125711e-05,1.3012132664290564e-05,1.5180678927731823e-05,1.734915941911688e-05,1.951756474501524e-05,2.1685885513027328e-05,2.3854112331913332e-05,2.6022235811722002e-05,2.8190246563919434e-05,3.0358135201517838e-05,3.252589233920426e-05
554,0.9999999999999999,0.9999999984697383,0.9999999938789709,0.9999999862277489,0.999999975516158,0.9999999617443182,0.9999999449123832,0.999999925020542,0.9999999020690172,0.9999998760580655,0.9999998469879784,0.9999998148590808,0.9999997796717329,0.999999741426328,0.9999997001232948,0.9999996557630954,0.0,2.1687435987547835e-06,4.337477839558137e-06,6.506193364587167e-06,8.674880816276052e-06,1.0843530837444559e-05,1.3012134071426587e-05,1.518068116219867e-05,1.7349162754508502e-05,1.95175694940034e-05,2.1685892027358836e-05,2.385412100240686e-05,2.6022247068264586e-05,2.819026087546261e-05,3.0358153076073443e-05,3.252591432383988e-05
560,0.9999999999999999,0.9999999985049196,0.999999994019695,0.999999986544376,0.9999999760790469,0.9999999626238236,0.9999999461788573,0.999999926744331,0.999999904320462,0.999999878907501,0.9999998505057314,0.9999998191154704,0.9999997847370692,0.9999997473709111,0.9999997070174137,0.9999996636770276,0.0,2.168743631888595e-06,4.337478104627828e-06,6.50619425919291e-06,8.674882936808172e-06,1.0843534979071625e-05,1.3012141228079533e-05,1.5180692526550937e-05,1.7349179717952203e-05,1.9517593646621552e-05,2.168592515789356e-05,2.38541650982237e-05,2.6022304315312772e-05,2.81903336582314e-05,3.03582439775445e-05,3.2526026125435664e-05
579,0.9999999999999999,0.9999999985049196,0.999999994019695,0.999999986544376,0.9999999760790469,0.9999999626238236,0.9999999461788573,0.999999926744331,0.999999904320462,0.999999878907501,0.9999998505057314,0.9999998191154704,0.9999997847370692,0.9999997473709111,0.9999997070174137,0.9999996636770276,0.0,2.1687436318885944e-06,4.337478104627829e-06,6.506194259192913e-06,8.674882936808172e-06,1.0843534979071625e-05,1.3012141228079534e-05,1.5180692526550937e-05,1.7349179717952206e-05,1.951759364662155e-05,2.1685925157893562e-05,2.385416509822371e-05,2.6022304315312772e-05,2.8190333658231398e-05,3.0358243977544493e-05,3.2526026125435664e-05
601,0.9999999999999999,0.9999999985043865,0.9999999940175625,0.9999999865395786,0.9999999760705173,0.9999999626104965,0.9999999461596663,0.99999992671821,0.9999999042863449,0.9999998788643215,0.9999998504524236,0.9999998190509686,0.9999997846603067,0.9999997472808223,0.9999997069129327,0.9999996635570888,0.0,2.1687436317713917e-06,4.337478103690219e-06,6.506194256028486e-06,8.67488292930736e-06,1.0843534964421726e-05,1.3012141202764754e-05,1.5180692486352474e-05,1.7349179657948284e-05,1.9517593561187576e-05,2.168592504070215e-05,2.3854164942244815e-05,2.6022304112813866e-05,2.8190333400777543e-05,3.0358243655998518e-05,3.25260257299583e-05
653,0.9999999999999999,0.9999999994210194,0.9999999976840779,0.9999999947891762,0.999999990736315,0.999999985525496,0.9999999791567207,0.9999999716299913,0.9999999629453107,0.9999999531026813,0.999999942102107,0.9999999299435911,0.9999999166271379,0.9999999021527523,0.9999998865204385,0.9999998697302022,0.0,2.1687450461901684e-06,4.337489419015569e-06,6.506232445111661e-06,8.674973451114371e-06,1.0843711763660313e-05,1.3012446709387027e-05,1.5181177614933197e-05,1.73499038069389e-05,1.9518624612045833e-05,2.1687339356897527e-05,2.3856047368139582e-05,2.6024747972419933e-05,2.819344049638902e-05,3.0362124266700085e-05,3.25307986100093e-05
654,0.9999999999999999,0.9999999984483884,0.9999999937935705,0.9999999860355981,0.9999999751745572,0.9999999612105674,0.9999999441437839,0.9999999239743954,0.999999900702625,0.9999998743287304,0.9999998448530034,0.9999998122757704,0.9999997765973917,0.9999997378182626,0.9999996959388117,0.9999996509595032,0.0,2.1687435922401616e-06,4.3374777874412385e-06,6.506193188693033e-06,8.674880399343115e-06,1.0843530023125711e-05,1.3012132664290566e-05,1.5180678927731823e-05,1.7349159419116884e-05,1.951756474501524e-05,2.1685885513027335e-05,2.3854112331913335e-05,2.6022235811722002e-05,2.819024656391943e-05,3.035813520151783e-05,3.2525892339204255e-05
666,0.9999999999999999,0.9999999984784207,0.9999999939137006,0.9999999863058903,0.9999999756550751,0.9999999619613752,0.9999999452249433,0.9999999254459673,0.9999999026246692,0.9999998767613045,0.9999998478561637,0.9999998159095705,0.9999997809218835,0.9999997428934945,0.9999997018248304,0.9999996577163514,0.0,2.168743604005677e-06,4.337477881565165e-06,6.506193506360175e-06,8.674881152328207e-06,1.0843531493790454e-05,1.3012135205579683e-05,1.5180682963168108e-05,1.7349165442795283e-05,1.9517573321595927e-05,2.1685897277727816e-05,2.385412799049958e-05,2.6022256140498517e-05,2.8190272409718443e-05,3.03581674816874e-05,3.2525932041595464e-05
669,0.9999999999999999,0.9999999984483884,0.9999999937935705,0.9999999860355981,0.9999999751745572,0.9999999612105674,0.9999999441437839,0.9999999239743954,0.999999900702625,0.9999998743287304,0.9999998448530034,0.9999998122757704,0.9999997765973917,0.9999997378182626,0.9999996959388117,0.9999996509595032,0.0,2.1687435922401616e-06,4.337477787441239e-06,6.506193188693033e-06,8.674880399343115e-06,1.084353002312571e-05,1.3012132664290566e-05,1.5180678927731823e-05,1.7349159419116884e-05,1.951756474501524e-05,2.1685885513027328e-05,2.3854112331913332e-05,2.6022235811722002e-05,2.819024656391944e-05,3.0358135201517838e-05,3.2525892339204255e-05
681,0.9999999999999999,0.9999999984483884,0.9999999937935705,0.9999999860355981,0.9999999751745572,0.9999999612105674,0.9999999441437839,0.9999999239743954,0.999999900702625,0.9999998743287304,0.9999998448530034,0.9999998122757704,0.9999997765973917,0.9999997378182626,0.9999996959388117,0.9999996509595032,0.0,2.1687435922401616e-06,4.3374777874412385e-06,6.506193188693034e-06,8.674880399343115e-06,1.084353002312571e-05,1.3012132664290564e-05,1.5180678927731826e-05,1.7349159419116884e-05,1.951756474501524e-05,2.1685885513027328e-05,2.3854112331913335e-05,2.6022235811722002e-05,2.819024656391944e-05,3.0358135201517838e-05,3.2525892339204255e-05
777,0.9999999999999999,0.9999999985139153,0.9999999940556774,0.9999999866253367,0.9999999762229766,0.9999999628487136,0.9999999465026983,0.9999999271851138,0.9999999048961768,0.9999998796361378,0.9999998514052804,0.9999998202039211,0.9999997860324101,0.9999997488911314,0.9999997087805016,0.9999996657009708,0.0,2.1687436345935945e-06,4.337478126267804e-06,6.506194332227664e-06,8.674883109927047e-06,1.0843535317193066e-05,1.3012141812350501e-05,1.5180693454346177e-05,1.7349181102873386e-05,1.951759561849623e-05,2.1685927862774034e-05,2.3854168698385667e-05,2.6022308989253894e-05,2.8190339600669715e-05,3.0358251399416644e-05,3.2526035253895e-05
784,0.9999999999999999,0.999999998501669,0.9999999940066925,0.9999999865151209,0.9999999760270376,0.9999999625425599,0.999999946061838,0.9999999265850559,0.9999999041124308,0.9999998786442137,0.9999998501806888,0.9999998187221737,0.9999997842690194,0.99999974682161,0.9999997063803636,0.9999996629457318,0.0,2.1687436300971222e-06,4.33747809029609e-06,6.506194210823508e-06,8.67488282215549e-06,1.0843534755142405e-05,1.3012140841133656e-05,1.5180691912102356e-05,1.7349178800770135e-05,1.951759234073179e-05,2.168592336658004e-05,2.385416271403021e-05,2.602230122004487e-05,2.8190329722958568e-05,3.0358239062602396e-05,3.252602008042869e-05
788,0.9999999999999999,0.9999999986979323,0.9999999947917453,0.9999999882814872,0.9999999791672379,0.9999999674491103,0.9999999531272487,0.9999999362018294,0.9999999166730608,0.999999894541184,0.9999998698064715,0.9999998424692285,0.9999998125297916,0.99999977998853,0.9999997448458446,0.9999997071021689,0.0,2.1687437008159606e-06,4.337478656045617e-06,6.506196120221496e-06,8.674887348113794e-06,1.084354359484919e-05,1.3012156116029677e-05,1.5180716167851392e-05,1.7349215007223383e-05,1.9517643891886464e-05,2.168599408053195e-05,2.3854256832920463e-05,2.602242341000068e-05,2.819048507402807e-05,3.0358433088683636e-05,3.2526258719192595e-05
797,0.9999999999999999,0.9999999985039952,0.9999999940159975,0.9999999865360573,0.9999999760642575,0.9999999626007156,0.9999999461455816,0.9999999266990394,0.9999999042613059,0.9999998788326316,0.9999998504133004,0.9999998190036296,0.9999997846039697,0.999999747214705,0.9999997068362526,0.9999996634690633,0.0,2.168743631694676e-06,4.33747810307649e-06,6.506194253957167e-06,8.674882924397596e-06,1.0843534954832415e-05,1.301214118619458e-05,1.5180692460039946e-05,1.7349179618671807e-05,1.9517593505265448e-05,2.1685924963992677e-05,2.3854164840146387e-05,2.6022303980265e-05,2.8190333232257014e-05,3.0358243445525393e-05,3.252602547109212e-05
830,0.9999999999999999,0.9999999985467215,0.9999999941869021,0.9999999869205911,0.99999997674787,0.9999999636688527,0.9999999476836865,0.9999999287925505,0.9999999069956571,0.999999882293251,0.9999998546856091,0.999999824173042,0.9999997907558923,0.9999997544345347,0.9999997152093772,0.9999996730808604,0.0,2.1687436632106357e-06,4.337478355203472e-06,6.506195104881817e-06,8.674884941391184e-06,1.0843538894240398e-05,1.301214799342269e-05,1.518070326953679e-05,1.7349195753907973e-05,1.9517616478709193e-05,2.168595647708208e-05,2.385420678325804e-05,2.6022358432679214e-05,2.8190402462119566e-05,3.035832990980583e-05,3.2526131815538505e-05
844,0.9999999999999999,0.9999999984591091,0.9999999938364539,0.9999999861320856,0.99999997534609,0.999999961478587,0.9999999445297316,0.9999999244997119,0.9999999013887508,0.9999998751971059,0.9999998459250687,0.9999998135729646,0.9999997781411541,0.9999997396300316,0.9999996980400254,0.999999653371599,0.0,2.1687435955118454e-06,4.337477813614671e-06,6.506193277028168e-06,8.674880608729442e-06,1.0843530432081731e-05,1.3012133370963093e-05,1.5180680049895095e-05,1.7349161094171514e-05,1.9517567129986985e-05,2.1685888784565693e-05,2.3854116686289993e-05,2.6022241464829017e-05,2.819025375126734e-05,3.035814417823355e-05,3.252590338002877e-05
871,0.9999999999999999,0.9999999985048205,0.9999999940192988,0.9999999865434851,0.9999999760774628,0.9999999626213486,0.9999999461752932,0.9999999267394799,0.9999999043141259,0.9999998788994814,0.9999998504958305,0.9999998191034906,0.9999997847228118,0.9999997473541784,0.9999997069980076,0.9999996636547498,0.0,2.168743631928803e-06,4.337478104949505e-06,6.506194260278562e-06,8.674882939381551e-06,1.084353498409771e-05,1.3012141236764505e-05,1.5180692540342171e-05,1.734917973853822e-05,1.9517593675931985e-05,2.1685925198099146e-05,2.3854165151736178e-05,2.6022304384784887e-05,2.8190333746556815e-05,3.0358244087857765e-05,3.252602626111213e-05
875,0.9999999999999999,0.999999998459088,0.9999999938363698,0.9999999861318966,0.999999975345754,0.9999999614780621,0.9999999445289758,0.9999999244986831,0.999999901387407,0.9999998751954051,0.9999998459229689,0.9999998135704239,0.9999997781381306,0.999999739626483,0.9999996980359102,0.9999996533668746,0.0,2.168743595507535e-06,4.337477813580187e-06,6.506193276911788e-06,8.67488060845358e-06,1.0843530431542945e-05,1.3012133370032068e-05,1.5180680048416676e-05,1.7349161091964674e-05,1.951756712684486e-05,2.168588878025554e-05,2.3854116680553222e-05,2.60222414573812e-05,2.81902537417982e-05,3.0358144166406958e-05,3.2525903365482765e-05
895,0.9999999999999999,0.9999999984587811,0.9999999938351414,0.9999999861291324,0.9999999753408401,0.9999999614703844,0.9999999445179194,0.9999999244836341,0.9999999013677513,0.9999998751705286,0.9999998458922572,0.9999998135332628,0.9999997780939057,0.9999997395745803,0.9999996979757153,0.9999996532977736,0.0,2.1687435954476187e-06,4.337477813100859e-06,6.506193275294056e-06,8.67488060461896e-06,1.0843530424053475e-05,1.301213335709032e-05,1.518068002786574e-05,1.7349161061288217e-05,1.951756708316711e-05,2.1685888720341337e-05,2.3854116600808e-05,2.6022241353851038e-05,2.819025361016985e-05,3.0358144002007858e-05,3.2525903163281106e-05
915,0.9999999999999999,0.9999999985050104,0.999999994020059,0.9999999865451953,0.9999999760805031,0.9999999626260992,0.999999946182134,0.9999999267487908,0.9999999043262869,0.9999998789148727,0.9999998505148322,0.9999998191264821,0.9999997847501733,0.9999997473862895,0.9999997070352483,0.9999996636974999,0.0,2.1687436320333625e-06,4.337478105785971e-06,6.506194263101624e-06,8.674882946073204e-06,1.0843534997167235e-05,1.301214125934841e-05,1.5180692576204132e-05,1.7349179792069012e-05,1.95175937521494e-05,2.1685925302647884e-05,2.385416529088777e-05,2.6022304565437536e-05,2.8190333976235325e-05,3.0358244374713295e-05,3.252602661392214e-05
933,0.9999999999999999,0.9999999984085144,0.9999999936340768,0.9999999856767456,0.9999999745366174,0.9999999602138281,0.9999999427085515,0.9999999220210013,0.9999998981514288,0.9999998711001249,0.9999998408674188,0.9999998074536781,0.9999997708593101,0.9999997310847598,0.9999996881305112,0.9999996419970875,0.0,2.168743446095287e-06,4.337476618286409e-06,6.506189242818932e-06,8.674871046237873e-06,1.0843511755537428e-05,1.3012101098310675e-05,1.5180628802899298e-05,1.7349084598543265e-05,1.951745821553051e-05,2.1685739385346616e-05,2.3853917840824435e-05,2.6021983316293733e-05,2.818992554773081e-05,3.0357734272907997e-05,3.252539923154335e-05
963,0.9999999999999999,0.9999999984483884,0.9999999937935705,0.9999999860355981,0.9999999751745572,0.9999999612105674,0.9999999441437839,0.9999999239743954,0.999999900702625,0.9999998743287304,0.9999998448530034,0.9999998122757704,0.9999997765973917,0.9999997378182626,0.9999996959388117,0.9999996509595032,0.0,2.168743592240161e-06,4.337477787441238e-06,6.506193188693031e-06,8.674880399343115e-06,1.084353002312571e-05,1.3012132664290562e-05,1.5180678927731823e-05,1.734915941911688e-05,1.9517564745015238e-05,2.1685885513027325e-05,2.3854112331913332e-05,2.6022235811722002e-05,2.819024656391943e-05,3.035813520151783e-05,3.2525892339204255e-05
1001,0.9999999999999999,0.9999999993910812,0.9999999975643256,0.9999999945197335,0.9999999902573078,0.9999999847770503,0.9999999780789645,0.9999999701630546,0.9999999610293252,0.9999999506777817,0.9999999391084305,0.9999999263212787,0.9999999123163336,0.999999897093604,0.9999998806530991,0.9999998629948283,0.0,2.1687450031379206e-06,4.33748907459766e-06,6.506231282701616e-06,8.67497069577336e-06,1.0843706382138188e-05,1.3012437410123728e-05,1.5181162848060534e-05,1.734988176428261e-05,1.9518593227128053e-05,2.16872963049396e-05,2.3855990066065232e-05,2.6024673578858706e-05,2.819334591168023e-05,3.036200613289692e-05,3.253065331088348e-05
1026,0.9999999999999999,0.9999999982432021,0.9999999929728299,0.9999999841889471,0.9999999718916593,0.999999956081115,0.999999936757505,0.9999999139210621,0.9999998875720623,0.9999998577108229,0.9999998243377043,0.9999997874531091,0.9999997470574823,0.9999997031513109,0.9999996557351246,0.9999996048094952,0.0,2.1687433004744406e-06,4.337475453323058e-06,6.506185311086872e-06,8.67486172664058e-06,1.0843493553359409e-05,1.3012069645285903e-05,1.5180578857296786e-05,1.734901004526973e-05,1.9517352066250166e-05,2.168559377861803e-05,2.3853724042254527e-05,2.602173171870885e-05,2.8189605671364876e-05,3.0357334765607854e-05,3.252490786899099e-05
1115,0.9999999999999999,0.999999998469753,0.9999999938790292,0.9999999862278797,0.9999999755163905,0.9999999617446814,0.9999999449129063,0.9999999250212542,0.9999999020699474,0.9999998760592426,0.9999998469894313,0.999999814860839,0.9999997796738253,0.9999997414287838,0.9999997001261429,0.9999996557663647,0.0,2.168743598755193e-06,4.337477839561413e-06,6.5061933645982184e-06,8.67488081630225e-06,1.084353083749573e-05,1.3012134071515004e-05,1.5180681162339084e-05,1.7349162754718095e-05,1.9517569494301817e-05,2.1685892027768186e-05,2.3854121002951703e-05,2.6022247068971946e-05,2.819026087636195e-05,3.0358153077196724e-05,3.2525914325221456e-05
1262,0.9999999999999999,0.9999999985039952,0.9999999940159975,0.9999999865360573,0.9999999760642575,0.9999999626007156,0.9999999461455816,0.9999999266990394,0.9999999042613059,0.9999998788326316,0.9999998504133004,0.9999998190036296,0.9999997846039697,0.999999747214705,0.9999997068362526,0.9999996634690633,0.0,2.1687436316946764e-06,4.33747810307649e-06,6.506194253957166e-06,8.674882924397594e-06,1.0843534954832415e-05,1.301214118619458e-05,1.5180692460039948e-05,1.734917961867181e-05,1.951759350526544e-05,2.1685924963992684e-05,2.385416484014639e-05,2.6022303980265e-05,2.8190333232257004e-05,3.0358243445525393e-05,3.252602547109212e-05
1284,0.9999999999999999,0.9999999985049196,0.999999994019695,0.999999986544376,0.9999999760790469,0.9999999626238236,0.9999999461788573,0.999999926744331,0.999999904320462,0.999999878907501,0.9999998505057314,0.9999998191154704,0.9999997847370692,0.9999997473709111,0.9999997070174137,0.9999996636770276,0.0,2.168743631888594e-06,4.337478104627828e-06,6.50619425919291e-06,8.67488293680817e-06,1.0843534979071625e-05,1.3012141228079534e-05,1.5180692526550933e-05,1.7349179717952203e-05,1.951759364662155e-05,2.1685925157893562e-05,2.3854165098223706e-05,2.6022304315312772e-05,2.8190333658231398e-05,3.035824397754449e-05,3.2526026125435664e-05
1287,0.9999999999999999,0.99999999845911,0.9999999938364573,0.9999999861320934,0.9999999753461037,0.9999999614786087,0.9999999445297626,0.999999924499754,0.9999999013888059,0.9999998751971755,0.9999998459251543,0.9999998135730684,0.9999997781412778,0.9999997396301766,0.9999996980401936,0.9999996533717921,0.0,2.1687435955118594e-06,4.337477813614779e-06,6.5061932770285295e-06,8.674880608730301e-06,1.0843530432083408e-05,1.3012133370965991e-05,1.5180680049899704e-05,1.734916109417839e-05,1.9517567129996773e-05,2.168588878457912e-05,2.385411668630786e-05,2.6022241464852215e-05,2.8190253751296837e-05,3.03581441782704e-05,3.252590338007408e-05
