# t 1
node_1,node_2
159064,164533
159064,104160
159064,17401
159064,132811
159064,201336
159064,88828
159064,11074
159064,31592
159064,204323
159064,192682
159064,72029
159064,106515
159064,205076
159064,13705
159064,50773
159064,115987
159064,25196
159064,148348
177501,118396
177501,16576
177501,25312
177501,103493
177501,162307
177501,102457
177501,165210
177501,203262
177501,159030
177501,143417
177501,44669
177501,25806
177501,164330
177501,61669
177501,174119
177501,10836
177501,101868
177501,118379
177501,178113
177501,66563
109128,112699
109128,170102
109128,203966
109128,65115
109128,135925
109128,22473
109128,155941
109128,8524
109128,91053
109128,154904
109128,33849
109128,44875
109128,107824
109128,44459
109128,91057
109128,77904
109128,132799
109128,194552
109128,102928
109128,79300
131619,155532
131619,143401
131619,45480
131619,98966
131619,68873
131619,23664
131619,179175
131619,118230
131619,86082
131619,119914
131619,39097
131619,67604
131619,145934
131619,199655
131619,57763
131619,115909
131619,179032
131619,184435
131619,109870
131619,77847
67198,99029
67198,120910
67198,67040
67198,95687
67198,77433
67198,29722
67198,181086
67198,56716
67198,82634
67198,169281
67198,84321
67198,163145
67198,191501
67198,120293
67198,171001
67198,13526
67198,104132
67198,201459
67198,19057
67198,84133
107059,168625
107059,61377
107059,52229
107059,39730
107059,14007
107059,49549
107059,42849
107059,43503
107059,180600
107059,179263
107059,69839
107059,62692
107059,26910
107059,95904
107059,108071
107059,50130
107059,69898
107059,136324
107059,81447
107059,179263
109567,47719
109567,28611
109567,175189
109567,136544
109567,10327
109567,62875
109567,91738
109567,180600
109567,163076
109567,88037
109567,826
109567,75383
109567,141217
109567,24745
109567,148925
109567,131619
109567,128287
109567,194109
109567,87571
109567,141296
67758,88229
67758,192512
67758,4510
67758,161453
67758,45316
67758,121233
67758,58220
67758,183462
67758,138501
67758,85141
67758,93268
67758,153409
136544,42105
136544,122049
136544,6582
136544,160479
136544,110464
136544,34918
136544,24594
136544,53584
136544,129421
136544,83838
136544,125093
136544,171591
136544,132966
136544,24188
136544,58163
136544,49429
136544,68459
136544,75012
136544,163302
136544,198353
172149,162312
172149,53921
172149,42849
172149,162868
172149,108666
172149,132761
172149,140136
172149,9630
172149,11362
172149,57666
172149,140136
172149,113593
172149,127434
191136,52949
191136,41268
191136,176751
191136,45350
191136,132968
191136,50727
191136,178085
191136,57604
191136,200436
191136,124956
191136,30326
191136,82625
191136,142445
191136,203691
191136,116792
191136,192786
191136,81783
191136,57244
191136,42116
191136,77695
68013,37060
68013,35608
68013,158856
68013,134548
68013,146071
68013,3002
68013,152585
68013,173862
68013,86801
68013,187636
68013,191272
68013,92403
68013,17948
68013,203505
68013,62028
68013,202537
68013,178056
68013,84841
68013,25051
68013,83854
184300,190935
184300,57973
184300,75267
184300,37390
184300,47053
184300,112430
184300,69920
184300,144103
184300,138492
184300,20048
184300,188155
184300,28182
184300,147647
184300,132704
184300,140679
184300,20981
184300,94004
184300,142050
184300,146598
184300,11347
141217,136080
141217,187934
141217,155944
141217,186495
141217,115784
141217,179268
141217,71236
141217,30003
141217,85766
141217,687
141217,63552
141217,93232
141217,87571
141217,203285
141217,172349
141217,196845
141217,81721
141217,89308
141217,20431
141217,150224
93320,53886
93320,81619
93320,136057
93320,76866
93320,155117
93320,3492
93320,128439
93320,86050
93320,186793
93320,18429
93320,28772
93320,66261
93320,196671
93320,152611
93320,110888
93320,63381
93320,55780
93320,90727
93320,103710
93320,173129
144912,27065
144912,182104
144912,157634
144912,119999
144912,80561
144912,104531
144912,62779
144912,185559
144912,94009
144912,28531
144912,8341
144912,163484
144912,124571
144912,4288
144912,151056
144912,45528
144912,39007
144912,67758
144912,89507
144912,49947
45677,34604
45677,148470
45677,82724
45677,47451
45677,107602
45677,137488
45677,51059
45677,182897
45677,125969
45677,160549
45677,5227
45677,193745
45677,11188
45677,133809
45677,137926
45677,192074
45677,133936
45677,84305
45677,13722
45677,107006
173515,169528
173515,174588
173515,23461
173515,60790
173515,113967
173515,61998
173515,21385
173515,160095
173515,202996
173515,164698
173515,73061
173515,121934
173515,13531
173515,104326
173515,196584
173515,36321
173515,79598
173515,70383
173515,28631
173515,132387
184439,125803
184439,187636
184439,96668
184439,111852
184439,183044
184439,152612
184439,45688
184439,67857
184439,80944
184439,185477
184439,65562
184439,37634
184439,157076
184439,192159
184439,33789
184439,37708
184439,89463
184439,187719
69903,57829
69903,158507
69903,50479
69903,34918
69903,53921
69903,183462
69903,105610
69903,156101
69903,192698
69903,113468
70085,49382
70085,201809
70085,51723
70085,88287
70085,103026
70085,9152
70085,147750
70085,8709
70085,28849
70085,154950
70085,133293
70085,47926
70085,198565
70085,61800
70085,196383
70085,60477
70085,141429
70085,165838
70085,22608
70085,101339
4801,59465
4801,110662
4801,142394
4801,152612
4801,187072
4801,190026
4801,11362
4801,166354
4801,139711
4801,160276
4801,70166
4801,28942
4801,107190
4801,170817
4801,19731
4801,84198
4801,111297
4801,185036
4801,187868
4801,157220
139291,191968
139291,32989
139291,36536
139291,134671
139291,151760
139291,20538
139291,139193
139291,67951
139291,162930
139291,79330
139291,188405
139291,48759
189919,189657
189919,63708
189919,19446
189919,9323
189919,112928
189919,132195
189919,51405
189919,152612
189919,83153
189919,140481
189919,88530
189919,5653
189919,35694
189919,106862
189919,1304
189919,130158
189919,103496
189919,86631
189919,108237
189919,32011
71440,159711
71440,92928
71440,33899
71440,54773
71440,31524
71440,71772
71440,129413
71440,114932
71440,118315
71440,76401
71440,205434
71440,113318
71440,148509
71440,132995
71440,128888
71440,185472
71440,48104
71440,75778
71440,60134
71440,164003
169655,39632
169655,42523
169655,100940
169655,107446
169655,26636
169655,103695
169655,78706
169655,43061
169655,106312
169655,173301
169655,189704
169655,141305
169655,174195
169655,34538
169655,67119
169655,52726
169655,154519
169655,150835
169655,199483
169655,132420
9194,94235
9194,205295
9194,114185
9194,189028
9194,192617
9194,139530
9194,135228
9194,67630
9194,182509
9194,76943
9194,52711
9194,154263
9194,122870
9194,57780
9194,106956
9194,24167
9194,164582
9194,132792
49549,86004
49549,139487
49549,109704
49549,10579
49549,62632
49549,21859
49549,55478
49549,144912
49549,88334
49549,130603
49549,203561
49549,62431
49549,62222
49549,186480
49549,87624
49549,60873
49549,8531
49549,138084
49549,15085
49549,98056
21516,137175
21516,98639
21516,136371
21516,77066
21516,76179
21516,194255
21516,67883
21516,171785
21516,50533
21516,34832
21516,142877
21516,54327
21516,34653
21516,107871
21516,53709
21516,47829
21516,198807
21516,102407
21516,167301
21516,18222
94839,24779
94839,116699
94839,87614
94839,178097
94839,107913
94839,11691
94839,87860
94839,132715
94839,100446
94839,16752
94839,121436
94839,161069
94839,25204
94839,30552
94839,75838
94839,134020
94839,101380
94839,48123
94839,115417
94839,85683
105260,28531
105260,104531
105260,42849
105260,14007
105260,107602
105260,53921
105260,8836
105260,7853
105260,180600
105260,70697
148022,196176
148022,168775
148022,24759
148022,110016
148022,125969
148022,20105
148022,181227
148022,190334
148022,124602
148022,108885
148022,87011
177278,117327
177278,101220
177278,102960
177278,155375
177278,189833
177278,78731
177278,147208
177278,57288
177278,197362
177278,114876
177278,31109
177278,51301
177278,136482
177278,149224
177278,8089
177278,130023
177278,116000
177278,63223
177278,199545
177278,146382
199926,124616
199926,166305
199926,14007
199926,49986
199926,169205
199926,77369
199926,136596
199926,145924
199926,189099
199926,66588
199926,104263
199926,156051
199926,164409
199926,191905
199926,196063
199926,93228
199926,21421
199926,125702
199926,123334
199926,158953
139518,60251
139518,84500
139518,140387
139518,136354
139518,161070
139518,144781
139518,166869
139518,39651
139518,57646
139518,13367
139518,4483
139518,106134
139518,103503
139518,13404
139518,123598
139518,194463
139518,86344
139518,73604
139518,54875
139518,136101
163076,128110
163076,51164
163076,85766
163076,67023
163076,79796
163076,126404
163076,147487
163076,170736
163076,31075
163076,205562
163076,20799
163076,16698
163076,39263
163076,195604
163076,60912
163076,185010
163076,79150
163076,59799
163076,53438
163076,68677
88293,166724
88293,184035
88293,36473
88293,71065
88293,105028
88293,40083
88293,135881
88293,19282
88293,163393
88293,156456
88293,143592
88293,25293
88293,18317
88293,90932
88293,106770
88293,115548
88293,21762
88293,179190
88293,135153
88293,106266
94009,24061
94009,105201
94009,64853
94009,192347
94009,22014
94009,64975
94009,126037
94009,200421
94009,4469
94009,149548
94009,28670
94009,60146
94009,34827
94009,205050
94009,100663
94009,12474
94009,123268
94009,101942
94009,33008
94009,18194
156361,84663
156361,78933
156361,133511
156361,159860
156361,157194
156361,134277
156361,129472
156361,123570
156361,63574
156361,32594
156361,168085
156361,70746
156361,104301
156361,31970
156361,72321
156361,63570
156361,20096
156361,170663
156361,152908
156361,182839
155928,69187
155928,105721
155928,150687
155928,60186
155928,168569
155928,123746
155928,58565
155928,132096
155928,64789
155928,176529
155928,44450
155928,10771
155928,43805
155928,201854
155928,84683
155928,107593
155928,139605
155928,77892
155928,113475
155928,18128
104531,191252
104531,136930
104531,63126
104531,49303
104531,100138
104531,33223
104531,157172
104531,95077
104531,90693
104531,139078
104531,121015
104531,201858
104531,53767
104531,98511
104531,137119
104531,127466
104531,75550
104531,27895
104531,107064
104531,124780
116335,72871
116335,50017
116335,48499
116335,121516
116335,191709
116335,110448
116335,189919
116335,88293
116335,14233
116335,29386
116335,24340
116335,69903
116335,159878
116335,146770
116335,66403
116335,148901
116335,178475
116335,54384
116335,137714
116335,68810
134822,81306
134822,78396
134822,151772
134822,154067
134822,47302
134822,111760
134822,141790
134822,200750
134822,62142
134822,77632
134822,96288
134822,150772
134822,51258
134822,139232
134822,38655
134822,86766
134822,144392
134822,196393
134822,59434
134822,191191
133114,117910
133114,31010
133114,85070
133114,141177
133114,188622
133114,188567
133114,7606
133114,164605
133114,146531
133114,138294
133114,4210
133114,129043
133114,94589
133114,60660
133114,130960
133114,126299
133114,35269
133114,156315
133114,176461
133114,115095
29386,181512
29386,56276
29386,124647
29386,151739
29386,19695
29386,1733
29386,106737
29386,44416
29386,172394
29386,107311
29386,99160
29386,74850
29386,140812
29386,54626
29386,176481
29386,84022
29386,130605
29386,130288
29386,155157
29386,13366
50050,31179
50050,163195
50050,11389
50050,131185
50050,152050
50050,45408
50050,26882
50050,122409
50050,491
50050,4854
50050,106884
194109,42938
194109,125188
194109,160598
194109,18676
194109,127386
194109,198483
194109,76334
194109,156407
194109,15359
194109,103156
194109,130639
194109,107579
194109,93977
194109,187416
194109,40761
194109,166420
194109,176148
194109,129605
194109,174888
194109,150552
115804,160539
115804,6203
115804,166210
115804,89335
115804,140859
115804,196230
115804,73932
115804,101910
115804,37913
115804,106999
115804,6827
115804,15665
115804,69961
115804,97643
115804,135989
115804,88709
115804,32595
115804,26521
115804,145718
115804,115413
20584,5652
20584,1599
20584,46347
20584,2710
20584,141047
20584,184627
20584,168435
20584,103443
20584,89701
20584,57683
20584,104274
20584,164070
75756,45369
75756,123678
75756,47724
75756,200034
75756,194151
75756,114396
75756,200732
75756,155542
75756,145259
75756,41778
75756,20375
75756,165466
75756,150808
75756,179628
75756,52813
75756,98536
75756,83668
75756,58064
75756,73722
75756,150132
192953,190832
192953,94538
192953,42409
192953,21516
192953,201869
192953,62481
192953,128011
192953,125794
192953,97556
192953,148169
85945,141285
85945,28121
85945,100408
85945,164866
85945,31532
85945,94116
85945,10417
85945,27340
85945,126929
85945,203272
85945,118691
85945,137915
85945,149824
85945,42670
85945,186659
85945,81767
85945,62506
85945,11758
85945,189636
85945,56896
74243,106805
74243,106073
74243,48636
74243,56885
74243,29838
74243,115049
74243,76500
74243,180801
74243,129414
74243,77086
74243,84156
74243,57220
74243,114276
74243,65936
74243,19393
74243,181049
74243,77772
74243,110815
74243,62995
74243,3657
118624,36324
118624,61835
118624,116371
118624,119339
118624,62207
118624,61193
118624,99127
118624,74586
118624,127166
118624,183462
118624,83035
118624,129256
118624,36033
118624,36359
118624,38444
118624,38829
118624,6267
118624,112510
118624,11736
118624,195673
130810,30391
130810,68061
130810,27592
130810,5652
130810,153605
130810,181886
130810,72903
130810,183957
130810,204336
130810,22543
130810,117500
130810,14065
130810,113087
130810,19230
130810,184821
130810,15819
130810,95367
130810,180710
130810,156120
130810,203370
48759,84454
48759,83844
48759,110763
48759,19790
48759,195240
48759,122370
48759,78809
48759,9170
48759,74617
48759,119523
48759,162831
48759,100323
48759,6815
48759,3221
48759,126538
48759,113719
48759,78616
48759,47767
48759,21161
48759,205420
106667,29845
106667,116364
106667,14584
106667,150855
106667,187062
106667,57426
106667,205346
106667,135215
106667,16756
106667,114013
106667,67088
106667,19848
106667,84588
106667,116555
106667,109188
106667,100827
106667,140370
106667,73611
106667,92223
106667,12079
42905,94183
42905,141398
42905,117355
42905,53592
42905,100380
42905,29466
42905,191369
42905,82469
42905,127212
42905,63989
42905,100696
42905,4795
42905,99399
42905,46383
42905,152862
42905,131692
42905,109753
42905,177529
42905,9232
42905,160903
183717,86601
183717,13488
183717,182547
183717,163510
183717,71431
183717,81756
183717,131975
183717,36911
183717,204060
183717,30329
183717,197346
183717,24376
183717,44357
183717,119573
183717,203182
183717,145147
183717,41365
183717,136644
183717,5164
183717,2472
190832,36303
190832,8423
190832,128804
190832,112405
190832,2556
190832,190749
190832,37886
190832,39731
190832,13357
190832,71215
190832,69906
190832,17645
190832,61999
190832,98693
190832,64080
190832,93791
190832,150951
190832,80121
190832,54616
190832,29283
43204,153675
43204,57263
43204,7151
43204,93744
43204,144488
43204,135942
43204,2790
43204,145687
43204,69777
43204,136824
43204,42425
43204,26387
43204,171978
43204,105110
43204,8406
43204,25673
43204,87907
43204,95763
43204,171113
43204,16589
182104,105971
182104,49210
182104,106719
182104,148854
182104,6204
182104,156754
182104,163350
182104,62616
182104,8836
182104,89360
182104,165100
182104,101718
182104,66735
182104,92723
182104,116065
182104,172891
182104,30504
182104,160751
182104,169189
182104,84791
104939,82507
104939,128285
104939,69833
104939,91839
104939,65751
104939,188641
104939,142394
104939,143043
104939,132698
104939,61537
104939,29189
104939,82507
104939,23951
104939,123084
104939,121024
104939,2682
104939,184232
104939,169138
104939,69833
104939,190421
26279,2491
26279,197123
26279,112429
26279,153059
26279,67377
26279,115847
26279,93909
26279,163564
26279,201272
26279,177969
26279,23475
26279,166769
26279,25937
26279,149828
26279,144463
26279,75333
26279,23560
26279,149925
26279,127153
26279,170964
56045,128828
56045,133937
56045,3025
56045,42216
56045,96468
56045,184363
56045,149288
56045,49008
56045,185384
56045,174186
56045,40121
56045,19031
56045,42329
56045,73260
56045,194871
56045,186225
56045,76242
56045,33050
56045,49728
56045,65978
80561,111623
80561,68013
80561,180236
80561,116432
80561,162312
80561,86825
80561,184150
80561,146078
80561,105937
80561,170138
80561,99927
80561,83796
80561,177114
80561,156915
80561,147373
80561,146079
80561,17016
80561,87070
80561,96084
80561,24355
148169,128956
148169,152852
148169,97288
148169,94775
148169,67053
148169,189084
148169,65438
148169,85157
148169,72674
148169,110766
148169,7248
148169,160662
148169,46857
148169,87236
148169,110532
148169,181464
148169,24023
148169,111650
148169,116679
148169,202190
5429,16251
5429,41122
5429,42849
5429,130193
5429,76906
5429,18050
5429,45571
5429,68568
5429,159914
5429,55322
5429,184625
5429,150168
5429,175817
5429,71490
5429,195742
5429,92349
5429,167367
5429,140336
5429,50575
5429,2602
107602,8042
107602,117679
107602,62207
107602,70085
107602,159064
107602,127829
107602,159711
107602,109067
107602,155928
107602,148508
107602,104939
107602,73166
107602,190556
107602,199926
107602,93320
107602,140881
107602,41781
107602,83317
107602,105260
107602,173505
117679,184203
117679,106606
117679,128241
117679,182255
117679,103868
117679,166983
117679,85172
117679,133712
117679,103722
117679,79638
117679,136986
117679,162218
117679,103544
117679,100999
117679,105161
117679,192675
117679,161405
117679,138368
117679,45725
117679,153048
167186,11362
167186,178478
167186,105971
167186,173025
167186,65326
167186,48777
167186,48152
167186,76961
167186,172451
167186,159072
28531,202624
28531,26912
28531,42849
28531,171585
28531,67180
28531,80236
28531,203054
28531,70770
28531,168596
28531,36156
28531,132449
28531,110216
28531,70540
28531,11626
28531,108725
28531,65653
48152,111402
48152,150528
48152,166609
48152,102844
48152,160246
48152,24941
48152,117824
48152,156860
48152,99915
48152,148102
48152,169455
48152,188022
48152,198095
48152,200265
48152,197571
48152,192999
48152,142104
48152,46396
48152,50735
48152,62944
132160,42814
132160,136618
132160,82579
132160,205273
132160,89882
132160,59702
132160,198399
132160,53506
132160,186454
132160,162757
132160,30065
132160,49642
132160,58424
132160,87242
132160,168906
132160,198693
132160,36541
132160,46093
132160,202554
132160,125575
118741,196714
118741,42999
118741,202176
118741,145139
118741,35556
118741,110187
118741,155771
118741,101822
118741,100777
118741,176462
118741,133701
118741,146365
118741,144442
118741,80358
118741,177360
118741,156997
118741,156652
118741,90682
118741,121021
118741,120302
166609,135147
166609,64575
166609,172694
166609,142272
166609,56824
166609,197056
166609,3174
166609,11160
166609,8159
166609,93121
166609,192825
166609,102558
166609,68456
166609,45280
166609,2708
166609,29484
166609,49530
166609,202757
166609,113836
166609,166088
72871,94276
72871,56639
72871,87280
72871,103558
72871,116512
72871,202103
72871,67054
72871,3022
72871,185024
72871,90015
72871,66498
72871,188632
72871,119555
72871,164184
72871,87101
72871,2045
72871,12373
72871,20238
72871,171959
72871,6578
73923,5277
73923,126978
73923,143175
73923,97768
73923,46739
73923,172213
73923,128311
73923,107602
73923,138501
73923,106842
73923,134004
73923,166285
73923,155215
154536,91767
154536,171651
154536,14134
154536,141859
154536,136658
154536,118178
154536,88567
154536,19752
154536,53378
154536,70242
154536,1343
154536,99480
154536,21666
154536,105064
154536,23161
154536,66253
154536,183766
154536,120775
154536,171388
154536,167823
62481,106259
62481,149913
62481,185817
62481,162878
62481,200712
62481,131065
62481,130975
62481,34315
62481,63936
62481,20110
62481,192742
62481,36170
62481,34157
62481,148503
62481,72701
62481,192891
62481,105197
62481,108481
62481,112653
62481,183608
204431,180600
204431,32122
204431,95000
204431,56659
204431,76510
204431,66094
204431,83827
204431,138283
204431,67499
204431,3541
204431,80809
204431,84959
204431,148221
204431,124831
204431,104373
204431,84433
204431,94601
204431,107113
204431,13874
204431,186331
188989,109923
188989,71729
188989,178810
188989,86056
188989,133528
188989,163975
188989,71385
188989,203776
188989,45692
188989,200014
188989,77042
163400,191065
163400,104252
163400,125231
163400,37804
163400,63371
163400,29330
163400,72106
163400,181670
163400,117022
163400,164596
163400,9423
163400,47182
163400,117453
163400,205345
163400,59070
163400,78326
163400,105424
163400,142309
163400,100351
163400,129274
20538,9543
20538,176238
20538,178160
20538,180675
20538,165606
20538,10865
20538,41336
20538,65024
20538,192381
20538,83848
20538,187337
20538,168849
20538,186809
20538,113437
20538,79750
20538,80696
20538,5329
20538,117600
20538,52367
20538,20603
117303,48158
117303,180118
117303,7733
117303,7290
117303,190640
117303,36846
117303,96504
117303,195700
117303,145633
117303,106758
117303,146098
117303,172454
117303,5003
117303,73622
117303,186774
117303,117101
117303,71029
117303,117266
117303,146463
117303,35093
91738,129275
91738,150215
91738,194109
91738,15561
91738,53563
91738,42597
91738,143332
91738,51671
91738,20061
91738,171609
91738,16630
91738,125059
91738,188822
91738,21845
91738,205294
91738,178818
91738,91775
91738,7852
91738,120329
91738,169334
86504,194340
86504,7044
86504,77494
86504,32285
86504,140335
86504,141941
86504,56275
86504,51695
86504,183422
86504,123546
86504,5141
86504,200063
86504,202788
86504,149143
86504,167176
86504,199765
86504,204218
86504,204644
86504,112924
86504,161967
22360,52203
22360,155155
22360,174604
22360,204427
22360,151028
22360,53122
22360,3108
22360,174465
22360,14570
22360,172608
22360,160122
22360,34187
22360,117372
22360,128284
22360,182600
22360,16280
22360,12316
22360,94668
22360,105602
22360,164468
50017,19
50017,135988
50017,72939
50017,143601
50017,43153
50017,188552
50017,25438
50017,198025
50017,48342
50017,132207
50017,68974
50017,14730
50017,68918
50017,165391
50017,201829
50017,177382
50017,159203
50017,25507
50017,189974
50017,125004
160875,187636
160875,25447
160875,198163
160875,125521
160875,186223
160875,3072
160875,968
160875,23461
160875,50300
160875,82189
160875,85820
160875,48858
160875,68948
160875,92852
160875,185825
160875,117437
160875,45684
160875,41241
160875,167989
160875,120581
10421,44921
10421,39123
10421,109128
10421,180600
10421,1005
10421,188989
10421,145724
10421,26279
10421,131054
10421,133021
10421,145724
201869,48218
201869,79601
201869,150312
201869,195446
201869,46854
201869,97137
201869,178934
201869,193903
201869,97556
201869,55858
201869,162884
201869,66267
201869,185561
201869,18299
201869,69616
201869,107934
201869,86239
201869,19487
201869,18320
201869,92042
128932,53512
128932,15848
128932,55370
128932,162590
128932,176683
128932,18724
128932,48152
128932,188033
128932,8836
128932,72986
128932,136530
128932,117359
128932,34332
128932,162841
128932,3001
128932,6018
128932,122910
128932,12047
128932,140171
128932,167840
101958,180334
101958,77443
101958,9712
101958,18345
101958,36578
101958,160301
101958,102259
101958,36935
101958,102979
101958,68739
101958,42136
101958,145179
101958,444
101958,12946
101958,150125
101958,10851
101958,188422
101958,91107
101958,142938
101958,110760
19874,147235
19874,178423
19874,138709
19874,50897
19874,50423
19874,100619
19874,54670
19874,1225
19874,88444
19874,8149
19874,62798
19874,126165
19874,204140
19874,112148
19874,201178
19874,48295
19874,159136
19874,62893
19874,51659
19874,150529
39787,163704
39787,56411
39787,114907
39787,45905
39787,75965
39787,20342
39787,115005
39787,64498
39787,120443
39787,143768
39787,167328
39787,95298
39787,132863
39787,100383
39787,124853
39787,190663
39787,99411
39787,190804
39787,31063
39787,116351
31557,133233
31557,16890
31557,67878
31557,56736
31557,23783
31557,69374
31557,65718
31557,51031
31557,11735
31557,182822
31557,35053
31557,196287
31557,163007
31557,139498
31557,125088
31557,98029
31557,89129
31557,170236
31557,201278
31557,197381
89507,78730
89507,32156
89507,144912
89507,159645
89507,151997
89507,125750
89507,34570
89507,140627
89507,155387
89507,72780
89507,153495
89507,163595
89507,47357
89507,173770
89507,91754
89507,184560
89507,126338
89507,87746
89507,37442
89507,83945
105010,57290
105010,49070
105010,2524
105010,33306
105010,30147
105010,111531
105010,155988
105010,175617
105010,202185
105010,61253
105010,193141
105010,174426
105010,66561
105010,49389
105010,171428
105010,202977
105010,88631
105010,155643
105010,67272
105010,187095
137714,38829
137714,57666
137714,59465
137714,111089
137714,163776
137714,190454
137714,42849
137714,155006
137714,48152
137714,192906
137714,42837
137714,90445
98000,188508
98000,86901
98000,51350
98000,94885
98000,194308
98000,205494
98000,145871
98000,61480
98000,81114
98000,99371
98000,195097
98000,65490
98000,154924
98000,28424
98000,182803
98000,37199
98000,146260
98000,129352
98000,153055
98000,42345
119999,72494
119999,183557
119999,11216
119999,70096
119999,154747
119999,80073
119999,97144
119999,150881
119999,146494
119999,79914
119999,34613
119999,94019
119999,112141
119999,109664
119999,121430
119999,89454
119999,143722
119999,43707
119999,51892
119999,87597
177896,121006
177896,10661
177896,50017
177896,160276
177896,183208
177896,181622
177896,130336
177896,197922
177896,182053
177896,38714
177896,41663
177896,193662
177896,71705
177896,147969
177896,18484
177896,175722
177896,205314
177896,90179
177896,65110
177896,136550
10327,181326
10327,5067
10327,147741
10327,39916
10327,97973
10327,183909
10327,112950
10327,78162
10327,55841
10327,124592
10327,165963
10327,62366
10327,74234
10327,193806
10327,140709
10327,168275
10327,201998
10327,196645
10327,134396
10327,124994
21437,177501
21437,193549
21437,17537
21437,174419
21437,166609
21437,97535
21437,177896
21437,71504
21437,43250
21437,114558
21437,109160
21437,35648
21437,74832
21437,107280
21437,146542
21437,87590
21437,5429
21437,6350
21437,203725
21437,72142
150547,142021
150547,20110
150547,183462
150547,180600
150547,180520
150547,169728
157634,50321
157634,83029
157634,143561
157634,20239
157634,65351
157634,187072
157634,115307
157634,19014
157634,194779
157634,140832
157634,126760
157634,114107
157634,113990
157634,20140
157634,124793
157634,109054
157634,3394
157634,99185
157634,192854
